Datetime,Symbol,Buy Price,Sell Price,Profit
"Ticker
    2025-04-17 17:47:00+00:00
Name: 244, dtype: object",AAPL,"Ticker
AAPL    197.834106
Name: 243, dtype: object","Ticker
AAPL    198.050003
Name: 244, dtype: object","Ticker
AAPL    0.215897
dtype: object"
"Ticker
    2025-04-17 17:50:00+00:00
Name: 247, dtype: object",AAPL,"Ticker
AAPL    197.759995
Name: 246, dtype: object","Ticker
AAPL    197.800003
Name: 247, dtype: object","Ticker
AAPL    0.040009
dtype: object"
"Ticker
    2025-04-17 17:51:00+00:00
Name: 248, dtype: object",AAPL,"Ticker
AAPL    197.800003
Name: 247, dtype: object","Ticker
AAPL    197.969604
Name: 248, dtype: object","Ticker
AAPL    0.169601
dtype: object"
"Ticker
    2025-04-17 17:52:00+00:00
Name: 249, dtype: object",AAPL,"Ticker
AAPL    197.969604
Name: 248, dtype: object","Ticker
AAPL    198.119995
Name: 249, dtype: object","Ticker
AAPL    0.150391
dtype: object"
"Ticker
    2025-04-17 17:53:00+00:00
Name: 250, dtype: object",AAPL,"Ticker
AAPL    198.119995
Name: 249, dtype: object","Ticker
AAPL    198.179993
Name: 250, dtype: object","Ticker
AAPL    0.059998
dtype: object"
"Ticker
    2025-04-17 17:55:00+00:00
Name: 252, dtype: object",AAPL,"Ticker
AAPL    198.054993
Name: 251, dtype: object","Ticker
AAPL    198.170105
Name: 252, dtype: object","Ticker
AAPL    0.115112
dtype: object"
"Ticker
    2025-04-17 17:58:00+00:00
Name: 255, dtype: object",AAPL,"Ticker
AAPL    197.860107
Name: 254, dtype: object","Ticker
AAPL    197.865005
Name: 255, dtype: object","Ticker
AAPL    0.004898
dtype: object"
"Ticker
    2025-04-17 18:00:00+00:00
Name: 257, dtype: object",AAPL,"Ticker
AAPL    197.809998
Name: 256, dtype: object","Ticker
AAPL    197.829895
Name: 257, dtype: object","Ticker
AAPL    0.019897
dtype: object"
"Ticker
    2025-04-17 18:01:00+00:00
Name: 258, dtype: object",AAPL,"Ticker
AAPL    197.829895
Name: 257, dtype: object","Ticker
AAPL    197.960098
Name: 258, dtype: object","Ticker
AAPL    0.130203
dtype: object"
"Ticker
    2025-04-17 18:02:00+00:00
Name: 259, dtype: object",AAPL,"Ticker
AAPL    197.960098
Name: 258, dtype: object","Ticker
AAPL    198.0
Name: 259, dtype: object","Ticker
AAPL    0.039902
dtype: object"
"Ticker
    2025-04-17 18:04:00+00:00
Name: 261, dtype: object",AAPL,"Ticker
AAPL    197.950302
Name: 260, dtype: object","Ticker
AAPL    198.369995
Name: 261, dtype: object","Ticker
AAPL    0.419693
dtype: object"
"Ticker
    2025-04-17 18:06:00+00:00
Name: 263, dtype: object",AAPL,"Ticker
AAPL    198.320007
Name: 262, dtype: object","Ticker
AAPL    198.360001
Name: 263, dtype: object","Ticker
AAPL    0.039993
dtype: object"
"Ticker
    2025-04-17 18:08:00+00:00
Name: 265, dtype: object",AAPL,"Ticker
AAPL    198.330002
Name: 264, dtype: object","Ticker
AAPL    198.529999
Name: 265, dtype: object","Ticker
AAPL    0.199997
dtype: object"
"Ticker
    2025-04-17 18:10:00+00:00
Name: 267, dtype: object",AAPL,"Ticker
AAPL    198.479996
Name: 266, dtype: object","Ticker
AAPL    198.679993
Name: 267, dtype: object","Ticker
AAPL    0.199997
dtype: object"
"Ticker
    2025-04-17 18:17:00+00:00
Name: 274, dtype: object",AAPL,"Ticker
AAPL    198.029999
Name: 273, dtype: object","Ticker
AAPL    198.410004
Name: 274, dtype: object","Ticker
AAPL    0.380005
dtype: object"
"Ticker
    2025-04-17 18:19:00+00:00
Name: 276, dtype: object",AAPL,"Ticker
AAPL    198.354996
Name: 275, dtype: object","Ticker
AAPL    198.503204
Name: 276, dtype: object","Ticker
AAPL    0.148209
dtype: object"
"Ticker
    2025-04-17 18:20:00+00:00
Name: 277, dtype: object",AAPL,"Ticker
AAPL    198.503204
Name: 276, dtype: object","Ticker
AAPL    198.583298
Name: 277, dtype: object","Ticker
AAPL    0.080093
dtype: object"
"Ticker
    2025-04-17 18:24:00+00:00
Name: 281, dtype: object",AAPL,"Ticker
AAPL    198.509995
Name: 280, dtype: object","Ticker
AAPL    198.529999
Name: 281, dtype: object","Ticker
AAPL    0.020004
dtype: object"
"Ticker
    2025-04-17 18:28:00+00:00
Name: 285, dtype: object",AAPL,"Ticker
AAPL    198.399994
Name: 284, dtype: object","Ticker
AAPL    198.425003
Name: 285, dtype: object","Ticker
AAPL    0.025009
dtype: object"
"Ticker
    2025-04-17 18:30:00+00:00
Name: 287, dtype: object",AAPL,"Ticker
AAPL    198.279999
Name: 286, dtype: object","Ticker
AAPL    198.375
Name: 287, dtype: object","Ticker
AAPL    0.095001
dtype: object"
"Ticker
    2025-04-17 18:31:00+00:00
Name: 288, dtype: object",AAPL,"Ticker
AAPL    198.375
Name: 287, dtype: object","Ticker
AAPL    198.600006
Name: 288, dtype: object","Ticker
AAPL    0.225006
dtype: object"
"Ticker
    2025-04-17 18:32:00+00:00
Name: 289, dtype: object",AAPL,"Ticker
AAPL    198.600006
Name: 288, dtype: object","Ticker
AAPL    198.619995
Name: 289, dtype: object","Ticker
AAPL    0.019989
dtype: object"
"Ticker
    2025-04-17 18:35:00+00:00
Name: 292, dtype: object",AAPL,"Ticker
AAPL    198.410004
Name: 291, dtype: object","Ticker
AAPL    198.439804
Name: 292, dtype: object","Ticker
AAPL    0.0298
dtype: object"
"Ticker
    2025-04-17 18:37:00+00:00
Name: 294, dtype: object",AAPL,"Ticker
AAPL    198.240005
Name: 293, dtype: object","Ticker
AAPL    198.330002
Name: 294, dtype: object","Ticker
AAPL    0.089996
dtype: object"
"Ticker
    2025-04-17 18:38:00+00:00
Name: 295, dtype: object",AAPL,"Ticker
AAPL    198.330002
Name: 294, dtype: object","Ticker
AAPL    198.470001
Name: 295, dtype: object","Ticker
AAPL    0.139999
dtype: object"
"Ticker
    2025-04-17 18:39:00+00:00
Name: 296, dtype: object",AAPL,"Ticker
AAPL    198.470001
Name: 295, dtype: object","Ticker
AAPL    198.5
Name: 296, dtype: object","Ticker
AAPL    0.029999
dtype: object"
"Ticker
    2025-04-17 18:41:00+00:00
Name: 298, dtype: object",AAPL,"Ticker
AAPL    198.309998
Name: 297, dtype: object","Ticker
AAPL    198.380096
Name: 298, dtype: object","Ticker
AAPL    0.070099
dtype: object"
"Ticker
    2025-04-17 18:43:00+00:00
Name: 300, dtype: object",AAPL,"Ticker
AAPL    198.304993
Name: 299, dtype: object","Ticker
AAPL    198.417694
Name: 300, dtype: object","Ticker
AAPL    0.112701
dtype: object"
"Ticker
    2025-04-17 18:45:00+00:00
Name: 302, dtype: object",AAPL,"Ticker
AAPL    198.350006
Name: 301, dtype: object","Ticker
AAPL    198.449997
Name: 302, dtype: object","Ticker
AAPL    0.099991
dtype: object"
"Ticker
    2025-04-17 18:48:00+00:00
Name: 305, dtype: object",AAPL,"Ticker
AAPL    198.030502
Name: 304, dtype: object","Ticker
AAPL    198.190002
Name: 305, dtype: object","Ticker
AAPL    0.1595
dtype: object"
"Ticker
    2025-04-17 18:49:00+00:00
Name: 306, dtype: object",AAPL,"Ticker
AAPL    198.190002
Name: 305, dtype: object","Ticker
AAPL    197.884995
Name: 306, dtype: object","Ticker
AAPL   -0.305008
dtype: object"
"Ticker
    2025-04-17 18:52:00+00:00
Name: 309, dtype: object",AAPL,"Ticker
AAPL    197.830002
Name: 308, dtype: object","Ticker
AAPL    198.085007
Name: 309, dtype: object","Ticker
AAPL    0.255005
dtype: object"
"Ticker
    2025-04-17 18:54:00+00:00
Name: 311, dtype: object",AAPL,"Ticker
AAPL    198.169998
Name: 310, dtype: object","Ticker
AAPL    197.949997
Name: 311, dtype: object","Ticker
AAPL   -0.220001
dtype: object"
"Ticker
    2025-04-17 18:57:00+00:00
Name: 314, dtype: object",AAPL,"Ticker
AAPL    197.729996
Name: 313, dtype: object","Ticker
AAPL    197.744995
Name: 314, dtype: object","Ticker
AAPL    0.014999
dtype: object"
"Ticker
    2025-04-17 18:59:00+00:00
Name: 316, dtype: object",AAPL,"Ticker
AAPL    197.619995
Name: 315, dtype: object","Ticker
AAPL    197.395004
Name: 316, dtype: object","Ticker
AAPL   -0.224991
dtype: object"
"Ticker
    2025-04-17 19:05:00+00:00
Name: 322, dtype: object",AAPL,"Ticker
AAPL    197.449997
Name: 321, dtype: object","Ticker
AAPL    197.323395
Name: 322, dtype: object","Ticker
AAPL   -0.126602
dtype: object"
"Ticker
    2025-04-17 19:15:00+00:00
Name: 332, dtype: object",AAPL,"Ticker
AAPL    197.089996
Name: 331, dtype: object","Ticker
AAPL    197.089996
Name: 332, dtype: object","Ticker
AAPL    0.0
dtype: object"
"Ticker
    2025-04-17 19:17:00+00:00
Name: 334, dtype: object",AAPL,"Ticker
AAPL    196.869995
Name: 333, dtype: object","Ticker
AAPL    197.110001
Name: 334, dtype: object","Ticker
AAPL    0.240005
dtype: object"
"Ticker
    2025-04-17 19:18:00+00:00
Name: 335, dtype: object",AAPL,"Ticker
AAPL    197.110001
Name: 334, dtype: object","Ticker
AAPL    197.130005
Name: 335, dtype: object","Ticker
AAPL    0.020004
dtype: object"
"Ticker
    2025-04-17 19:20:00+00:00
Name: 337, dtype: object",AAPL,"Ticker
AAPL    197.286301
Name: 336, dtype: object","Ticker
AAPL    197.059998
Name: 337, dtype: object","Ticker
AAPL   -0.226303
dtype: object"
"Ticker
    2025-04-17 19:21:00+00:00
Name: 338, dtype: object",AAPL,"Ticker
AAPL    197.059998
Name: 337, dtype: object","Ticker
AAPL    196.949997
Name: 338, dtype: object","Ticker
AAPL   -0.110001
dtype: object"
"Ticker
    2025-04-17 19:23:00+00:00
Name: 340, dtype: object",AAPL,"Ticker
AAPL    197.190002
Name: 339, dtype: object","Ticker
AAPL    197.569397
Name: 340, dtype: object","Ticker
AAPL    0.379395
dtype: object"
"Ticker
    2025-04-17 19:24:00+00:00
Name: 341, dtype: object",AAPL,"Ticker
AAPL    197.569397
Name: 340, dtype: object","Ticker
AAPL    197.520004
Name: 341, dtype: object","Ticker
AAPL   -0.049393
dtype: object"
"Ticker
    2025-04-17 19:25:00+00:00
Name: 342, dtype: object",AAPL,"Ticker
AAPL    197.520004
Name: 341, dtype: object","Ticker
AAPL    197.490005
Name: 342, dtype: object","Ticker
AAPL   -0.029999
dtype: object"
"Ticker
    2025-04-17 19:27:00+00:00
Name: 344, dtype: object",AAPL,"Ticker
AAPL    197.660004
Name: 343, dtype: object","Ticker
AAPL    197.735001
Name: 344, dtype: object","Ticker
AAPL    0.074997
dtype: object"
"Ticker
    2025-04-17 19:28:00+00:00
Name: 345, dtype: object",AAPL,"Ticker
AAPL    197.735001
Name: 344, dtype: object","Ticker
AAPL    197.470001
Name: 345, dtype: object","Ticker
AAPL   -0.264999
dtype: object"
"Ticker
    2025-04-17 19:29:00+00:00
Name: 346, dtype: object",AAPL,"Ticker
AAPL    197.470001
Name: 345, dtype: object","Ticker
AAPL    197.242203
Name: 346, dtype: object","Ticker
AAPL   -0.227798
dtype: object"
"Ticker
    2025-04-17 19:30:00+00:00
Name: 347, dtype: object",AAPL,"Ticker
AAPL    197.242203
Name: 346, dtype: object","Ticker
AAPL    197.230103
Name: 347, dtype: object","Ticker
AAPL   -0.0121
dtype: object"
"Ticker
    2025-04-17 19:31:00+00:00
Name: 348, dtype: object",AAPL,"Ticker
AAPL    197.230103
Name: 347, dtype: object","Ticker
AAPL    197.595001
Name: 348, dtype: object","Ticker
AAPL    0.364899
dtype: object"
"Ticker
    2025-04-17 19:33:00+00:00
Name: 350, dtype: object",AAPL,"Ticker
AAPL    197.378906
Name: 349, dtype: object","Ticker
AAPL    197.449997
Name: 350, dtype: object","Ticker
AAPL    0.071091
dtype: object"
"Ticker
    2025-04-17 19:34:00+00:00
Name: 351, dtype: object",AAPL,"Ticker
AAPL    197.449997
Name: 350, dtype: object","Ticker
AAPL    197.520004
Name: 351, dtype: object","Ticker
AAPL    0.070007
dtype: object"
"Ticker
    2025-04-17 19:38:00+00:00
Name: 355, dtype: object",AAPL,"Ticker
AAPL    197.210007
Name: 354, dtype: object","Ticker
AAPL    197.240005
Name: 355, dtype: object","Ticker
AAPL    0.029999
dtype: object"
"Ticker
    2025-04-17 19:40:00+00:00
Name: 357, dtype: object",AAPL,"Ticker
AAPL    197.330002
Name: 356, dtype: object","Ticker
AAPL    197.075195
Name: 357, dtype: object","Ticker
AAPL   -0.254807
dtype: object"
"Ticker
    2025-04-17 19:41:00+00:00
Name: 358, dtype: object",AAPL,"Ticker
AAPL    197.075195
Name: 357, dtype: object","Ticker
AAPL    197.190002
Name: 358, dtype: object","Ticker
AAPL    0.114807
dtype: object"
"Ticker
    2025-04-17 19:43:00+00:00
Name: 360, dtype: object",AAPL,"Ticker
AAPL    197.470001
Name: 359, dtype: object","Ticker
AAPL    197.320007
Name: 360, dtype: object","Ticker
AAPL   -0.149994
dtype: object"
"Ticker
    2025-04-17 19:44:00+00:00
Name: 361, dtype: object",AAPL,"Ticker
AAPL    197.320007
Name: 360, dtype: object","Ticker
AAPL    197.273697
Name: 361, dtype: object","Ticker
AAPL   -0.04631
dtype: object"
"Ticker
    2025-04-17 19:45:00+00:00
Name: 362, dtype: object",AAPL,"Ticker
AAPL    197.273697
Name: 361, dtype: object","Ticker
AAPL    197.059998
Name: 362, dtype: object","Ticker
AAPL   -0.213699
dtype: object"
"Ticker
    2025-04-17 19:46:00+00:00
Name: 363, dtype: object",AAPL,"Ticker
AAPL    197.059998
Name: 362, dtype: object","Ticker
AAPL    196.960007
Name: 363, dtype: object","Ticker
AAPL   -0.099991
dtype: object"
"Ticker
    2025-04-17 19:49:00+00:00
Name: 366, dtype: object",AAPL,"Ticker
AAPL    196.660004
Name: 365, dtype: object","Ticker
AAPL    196.5
Name: 366, dtype: object","Ticker
AAPL   -0.160004
dtype: object"
"Ticker
    2025-04-17 19:50:00+00:00
Name: 367, dtype: object",AAPL,"Ticker
AAPL    196.5
Name: 366, dtype: object","Ticker
AAPL    196.062698
Name: 367, dtype: object","Ticker
AAPL   -0.437302
dtype: object"
"Ticker
    2025-04-17 19:51:00+00:00
Name: 368, dtype: object",AAPL,"Ticker
AAPL    196.062698
Name: 367, dtype: object","Ticker
AAPL    196.199997
Name: 368, dtype: object","Ticker
AAPL    0.137299
dtype: object"
"Ticker
    2025-04-17 19:52:00+00:00
Name: 369, dtype: object",AAPL,"Ticker
AAPL    196.199997
Name: 368, dtype: object","Ticker
AAPL    196.330002
Name: 369, dtype: object","Ticker
AAPL    0.130005
dtype: object"
"Ticker
    2025-04-17 19:53:00+00:00
Name: 370, dtype: object",AAPL,"Ticker
AAPL    196.330002
Name: 369, dtype: object","Ticker
AAPL    196.419998
Name: 370, dtype: object","Ticker
AAPL    0.089996
dtype: object"
